COD_UBIC_P,DESC_LINEA,COD_VARIAN,X,Y,DESC_VARIA,tipo_dia,cod_variante,frecuencia,cod_ubic_parada,hora,dia_anterior
4865,103,340,577765.8368,6139923.3792,B,1,340,4190,4865,438,N
3192,103,340,578313.87529,6140309.51764,B,1,340,4190,3192,439,N
3194,103,340,578520.31616,6140450.61761,B,1,340,4190,3194,439,N
3200,103,340,579028.7201,6140851.43389,B,2,340,4190,3200,439,N
3200,103,340,579028.7201,6140851.43389,B,3,340,4190,3200,439,N
3202,103,340,579093.39666,6141150.93621,B,2,340,4190,3202,439,N
3202,103,340,579093.39666,6141150.93621,B,3,340,4190,3202,439,N
3204,103,340,579142.25213,6141432.64593,B,2,340,4190,3204,439,N
3204,103,340,579142.25213,6141432.64593,B,3,340,4190,3204,439,N
3196,103,340,578681.59921,6140559.6174,B,1,340,4190,3196,440,N
3198,103,340,578891.10066,6140703.4316,B,1,340,4190,3198,440,N
3200,103,340,579028.7201,6140851.43389,B,1,340,4190,3200,440,N
4890,103,340,579161.533677195,6141659.872256,B,2,340,4190,4890,440,N
4890,103,340,579161.533677195,6141659.872256,B,3,340,4190,4890,440,N
3202,103,340,579093.39666,6141150.93621,B,1,340,4190,3202,441,N
3204,103,340,579142.25213,6141432.64593,B,1,340,4190,3204,441,N
3206,103,340,579180.51884,6141941.44591,B,2,340,4190,3206,441,N
3206,103,340,579180.51884,6141941.44591,B,3,340,4190,3206,441,N
4890,103,340,579161.533677195,6141659.872256,B,1,340,4190,4890,442,N
3206,103,340,579180.51884,6141941.44591,B,1,340,4190,3206,443,N
3207,103,340,579199.736738167,6142155.99123894,B,2,340,4190,3207,443,N
3207,103,340,579199.736738167,6142155.99123894,B,3,340,4190,3207,443,N
3207,103,340,579199.736738167,6142155.99123894,B,1,340,4190,3207,444,N
6091,103,340,579282.060753743,6142627.68059327,B,2,340,4190,6091,446,N
6091,103,340,579282.060753743,6142627.68059327,B,3,340,4190,6091,446,N
6091,103,340,579282.060753743,6142627.68059327,B,1,340,4190,6091,446,N
2468,103,340,579546.86963,6142900.781,B,2,340,4190,2468,447,N
2468,103,340,579546.86963,6142900.781,B,3,340,4190,2468,447,N
2468,103,340,579546.86963,6142900.781,B,1,340,4190,2468,448,N
2469,103,340,579667.72689,6143082.08855,B,2,340,4190,2469,448,N
2469,103,340,579667.72689,6143082.08855,B,3,340,4190,2469,448,N
2470,103,340,579789.398516,6143252.31138938,B,2,340,4190,2470,448,N
2470,103,340,579789.398516,6143252.31138938,B,3,340,4190,2470,448,N
2469,103,340,579667.72689,6143082.08855,B,1,340,4190,2469,449,N
2471,103,340,579863.33547,6143487.36389,B,2,340,4190,2471,449,N
2471,103,340,579863.33547,6143487.36389,B,3,340,4190,2471,449,N
2472,103,340,579914.45166,6143655.67913,B,2,340,4190,2472,449,N
2472,103,340,579914.45166,6143655.67913,B,3,340,4190,2472,449,N
2473,103,340,579974.464971069,6143854.7103843,B,2,340,4190,2473,449,N
2473,103,340,579974.464971069,6143854.7103843,B,3,340,4190,2473,449,N
2470,103,340,579789.398516,6143252.31138938,B,1,340,4190,2470,450,N
2474,103,340,580020.54668664,6144031.7284589,B,2,340,4190,2474,450,N
2474,103,340,580020.54668664,6144031.7284589,B,3,340,4190,2474,450,N
2475,103,340,580174.09164,6144237.02953,B,2,340,4190,2475,450,N
2475,103,340,580174.09164,6144237.02953,B,3,340,4190,2475,450,N
2471,103,340,579863.33547,6143487.36389,B,1,340,4190,2471,451,N
2476,103,340,580400.98189,6144400.29076,B,2,340,4190,2476,451,N
2476,103,340,580400.98189,6144400.29076,B,3,340,4190,2476,451,N
2472,103,340,579914.45166,6143655.67913,B,1,340,4190,2472,452,N
2477,103,340,580648.09242,6144574.45626,B,2,340,4190,2477,452,N
2477,103,340,580648.09242,6144574.45626,B,3,340,4190,2477,452,N
2478,103,340,580765.802254294,6144655.7139501,B,2,340,4190,2478,452,N
2478,103,340,580765.802254294,6144655.7139501,B,3,340,4190,2478,452,N
2485,103,340,580882.352989543,6144733.75955706,B,2,340,4190,2485,452,N
2485,103,340,580882.352989543,6144733.75955706,B,3,340,4190,2485,452,N
2473,103,340,579974.464971069,6143854.7103843,B,1,340,4190,2473,453,N
2474,103,340,580020.54668664,6144031.7284589,B,1,340,4190,2474,453,N
2486,103,340,581108.45913,6144891.22649,B,2,340,4190,2486,453,N
2486,103,340,581108.45913,6144891.22649,B,3,340,4190,2486,453,N
2487,103,340,581288.410688744,6145119.87069738,B,2,340,4190,2487,453,N
2487,103,340,581288.410688744,6145119.87069738,B,3,340,4190,2487,453,N
2475,103,340,580174.09164,6144237.02953,B,1,340,4190,2475,454,N
2476,103,340,580400.98189,6144400.29076,B,1,340,4190,2476,454,N
2488,103,340,581356.50068,6145295.48052,B,2,340,4190,2488,454,N
2488,103,340,581356.50068,6145295.48052,B,3,340,4190,2488,454,N
2489,103,340,581485.875941706,6145573.69383507,B,2,340,4190,2489,454,N
2489,103,340,581485.875941706,6145573.69383507,B,3,340,4190,2489,454,N
2477,103,340,580648.09242,6144574.45626,B,1,340,4190,2477,455,N
2478,103,340,580765.802254294,6144655.7139501,B,1,340,4190,2478,455,N
2485,103,340,580882.352989543,6144733.75955706,B,1,340,4190,2485,455,N
2486,103,340,581108.45913,6144891.22649,B,1,340,4190,2486,455,N
2490,103,340,581629.641122245,6145698.88009497,B,2,340,4190,2490,455,N
2490,103,340,581629.641122245,6145698.88009497,B,3,340,4190,2490,455,N
2491,103,340,581871.16633,6145854.70233,B,2,340,4190,2491,455,N
2491,103,340,581871.16633,6145854.70233,B,3,340,4190,2491,455,N
2487,103,340,581288.410688744,6145119.87069738,B,1,340,4190,2487,456,N
2488,103,340,581356.50068,6145295.48052,B,1,340,4190,2488,456,N
2489,103,340,581485.875941706,6145573.69383507,B,1,340,4190,2489,456,N
2490,103,340,581629.641122245,6145698.88009497,B,1,340,4190,2490,456,N
2492,103,340,582078.261908741,6145991.05895368,B,2,340,4190,2492,456,N
2492,103,340,582078.261908741,6145991.05895368,B,3,340,4190,2492,456,N
2491,103,340,581871.16633,6145854.70233,B,1,340,4190,2491,457,N
2492,103,340,582078.261908741,6145991.05895368,B,1,340,4190,2492,457,N
2493,103,340,582358.412396526,6146510.65421569,B,2,340,4190,2493,457,N
2493,103,340,582358.412396526,6146510.65421569,B,3,340,4190,2493,457,N
2493,103,340,582358.412396526,6146510.65421569,B,1,340,4190,2493,458,N
4933,103,340,582525.195834254,6146877.5777787,B,2,340,4190,4933,458,N
4933,103,340,582525.195834254,6146877.5777787,B,3,340,4190,4933,458,N
2494,103,340,582733.94705,6147350.52941,B,2,340,4190,2494,459,N
2494,103,340,582733.94705,6147350.52941,B,3,340,4190,2494,459,N
4933,103,340,582525.195834254,6146877.5777787,B,1,340,4190,4933,459,N
2494,103,340,582733.94705,6147350.52941,B,1,340,4190,2494,500,N
2495,103,340,582896.242133918,6147612.17449319,B,2,340,4190,2495,500,N
2495,103,340,582896.242133918,6147612.17449319,B,3,340,4190,2495,500,N
2495,103,340,582896.242133918,6147612.17449319,B,1,340,4190,2495,500,N
2496,103,340,583128.024905359,6147916.46048312,B,2,340,4190,2496,501,N
2496,103,340,583128.024905359,6147916.46048312,B,3,340,4190,2496,501,N
2496,103,340,583128.024905359,6147916.46048312,B,1,340,4190,2496,501,N
2497,103,340,583309.265388695,6148202.47542448,B,2,340,4190,2497,502,N
2497,103,340,583309.265388695,6148202.47542448,B,3,340,4190,2497,502,N
2497,103,340,583309.265388695,6148202.47542448,B,1,340,4190,2497,502,N
2498,103,340,583515.364815137,6148570.25224331,B,2,340,4190,2498,503,N
2498,103,340,583515.364815137,6148570.25224331,B,3,340,4190,2498,503,N
2498,103,340,583515.364815137,6148570.25224331,B,1,340,4190,2498,503,N
2499,103,340,583841.02701,6148797.45384,B,2,340,4190,2499,503,N
2499,103,340,583841.02701,6148797.45384,B,3,340,4190,2499,503,N
5282,103,340,583464.23875072,6148502.94011904,B,2,340,4190,5282,503,N
5282,103,340,583464.23875072,6148502.94011904,B,3,340,4190,5282,503,N
5282,103,340,583464.23875072,6148502.94011904,B,1,340,4190,5282,503,N
2499,103,340,583841.02701,6148797.45384,B,1,340,4190,2499,504,N
2500,103,340,584126.96998,6148977.03549,B,2,340,4190,2500,504,N
2500,103,340,584126.96998,6148977.03549,B,3,340,4190,2500,504,N
2500,103,340,584126.96998,6148977.03549,B,1,340,4190,2500,504,N
2501,103,340,584633.007547077,6149306.30576292,B,2,340,4190,2501,505,N
2501,103,340,584633.007547077,6149306.30576292,B,3,340,4190,2501,505,N
2501,103,340,584633.007547077,6149306.30576292,B,1,340,4190,2501,505,N
2502,103,340,584932.38638123,6149497.27942292,B,2,340,4190,2502,505,N
2502,103,340,584932.38638123,6149497.27942292,B,3,340,4190,2502,505,N
2502,103,340,584932.38638123,6149497.27942292,B,1,340,4190,2502,506,N
2503,103,340,585421.605737085,6149843.6994106,B,2,340,4190,2503,506,N
2503,103,340,585421.605737085,6149843.6994106,B,3,340,4190,2503,506,N
4601,103,340,585182.140912923,6149658.13660292,B,2,340,4190,4601,506,N
4601,103,340,585182.140912923,6149658.13660292,B,3,340,4190,4601,506,N
2503,103,340,585421.605737085,6149843.6994106,B,1,340,4190,2503,507,N
2504,103,340,585769.969112243,6150247.52726486,B,2,340,4190,2504,507,N
2504,103,340,585769.969112243,6150247.52726486,B,3,340,4190,2504,507,N
4601,103,340,585182.140912923,6149658.13660292,B,1,340,4190,4601,507,N
2504,103,340,585769.969112243,6150247.52726486,B,1,340,4190,2504,508,N
2505,103,340,586021.27652442,6150787.05651794,B,2,340,4190,2505,508,N
2505,103,340,586021.27652442,6150787.05651794,B,3,340,4190,2505,508,N
2506,103,340,586347.81564,6151101.15192,B,2,340,4190,2506,508,N
2506,103,340,586347.81564,6151101.15192,B,3,340,4190,2506,508,N
2507,103,340,586663.7131,6151342.55633,B,2,340,4190,2507,509,N
2507,103,340,586663.7131,6151342.55633,B,3,340,4190,2507,509,N
2508,103,340,587023.476327755,6151370.98594711,B,2,340,4190,2508,509,N
2508,103,340,587023.476327755,6151370.98594711,B,3,340,4190,2508,509,N
2505,103,340,586021.27652442,6150787.05651794,B,1,340,4190,2505,510,N
2506,103,340,586347.81564,6151101.15192,B,1,340,4190,2506,510,N
5283,103,340,587497.99953408,6151336.61305344,B,2,340,4190,5283,510,N
5283,103,340,587497.99953408,6151336.61305344,B,3,340,4190,5283,510,N
2507,103,340,586663.7131,6151342.55633,B,1,340,4190,2507,511,N
5286,103,340,587845.039460348,6151382.01225645,B,2,340,4190,5286,511,N
5286,103,340,587845.039460348,6151382.01225645,B,3,340,4190,5286,511,N
2508,103,340,587023.476327755,6151370.98594711,B,1,340,4190,2508,512,N
5284,103,340,588078.376377012,6151461.03727843,B,2,340,4190,5284,512,N
5284,103,340,588078.376377012,6151461.03727843,B,3,340,4190,5284,512,N
5283,103,340,587497.99953408,6151336.61305344,B,1,340,4190,5283,513,N
5287,103,340,588329.016398482,6151544.4804354,B,2,340,4190,5287,513,N
5287,103,340,588329.016398482,6151544.4804354,B,3,340,4190,5287,513,N
5284,103,340,588078.376377012,6151461.03727843,B,1,340,4190,5284,514,N
5286,103,340,587845.039460348,6151382.01225645,B,1,340,4190,5286,514,N
5285,103,340,588817.597226298,6151724.76062015,B,2,340,4190,5285,515,N
5285,103,340,588817.597226298,6151724.76062015,B,3,340,4190,5285,515,N
5287,103,340,588329.016398482,6151544.4804354,B,1,340,4190,5287,515,N
5285,103,340,588817.597226298,6151724.76062015,B,1,340,4190,5285,516,N
5288,103,340,589211.656562848,6151986.63835584,B,2,340,4190,5288,516,N
5288,103,340,589211.656562848,6151986.63835584,B,3,340,4190,5288,516,N
5288,103,340,589211.656562848,6151986.63835584,B,1,340,4190,5288,517,N
5289,103,343,589196.260034481,6151987.60858836,A,2,343,4270,5289,427,N
5290,103,343,589084.605041318,6151857.98819003,A,2,343,4270,5290,428,N
5291,103,343,588831.203001322,6151741.75201855,A,2,343,4270,5291,429,N
5292,103,343,588104.165922975,6151487.58229678,A,2,343,4270,5292,430,N
5293,103,343,587848.46705906,6151397.77921052,A,2,343,4270,5293,431,N
2510,103,343,587416.48146,6151360.62127,A,2,343,4270,2510,432,N
2511,103,343,587076.68451,6151392.58254,A,2,343,4270,2511,433,N
2512,103,343,586712.03864,6151387.55898,A,2,343,4270,2512,434,N
2513,103,343,586375.30144,6151151.80284,A,2,343,4270,2513,434,N
2514,103,343,585993.48928,6150812.05224,A,2,343,4270,2514,435,N
2515,103,343,585774.22153,6150302.48523,A,2,343,4270,2515,437,N
2516,103,343,585368.27552,6149838.49564,A,2,343,4270,2516,438,N
2518,103,343,585055.799137505,6149609.5751008,A,2,343,4270,2518,439,N
5199,103,343,584523.184460025,6149273.9572358,A,2,343,4270,5199,440,N
2519,103,343,584152.05445,6149021.42521,A,2,343,4270,2519,441,N
2520,103,343,583814.63178,6148808.56481,A,2,343,4270,2520,441,N
2521,103,343,583532.50041,6148610.0845,A,2,343,4270,2521,442,N
6153,103,343,583371.069102137,6148376.95885719,A,2,343,4270,6153,443,N
2522,103,343,583109.87172,6147923.12016,A,2,343,4270,2522,444,N
2523,103,343,582910.33216,6147674.57303,A,2,343,4270,2523,445,N
2524,103,343,582697.54244,6147323.24583,A,2,343,4270,2524,446,N
2022,103,343,582526.46461,6146943.53612,A,2,343,4270,2022,447,N
2023,103,343,582343.86482238,6146541.8985484,A,2,343,4270,2023,448,N
2525,103,343,582144.50109,6146100.99831,A,2,343,4270,2525,449,N
2526,103,343,581891.72131,6145892.93538,A,2,343,4270,2526,449,N
2527,103,343,581643.25639,6145728.79135,A,2,343,4270,2527,450,N
2528,103,343,581504.00283316,6145630.10543916,A,2,343,4270,2528,450,N
2529,103,343,581363.49636,6145365.57121,A,2,343,4270,2529,450,N
2530,103,343,581274.76601,6145164.72715,A,2,343,4270,2530,450,N
2531,103,343,581118.13229,6144923.83631,A,2,343,4270,2531,451,N
2532,103,343,580891.459070002,6144768.14990013,A,2,343,4270,2532,451,N
2533,103,343,580777.21582,6144689.70737,A,2,343,4270,2533,451,N
2534,103,343,580657.0838,6144606.89393,A,2,343,4270,2534,451,N
2535,103,343,580414.73905,6144436.81239,A,2,343,4270,2535,452,N
2536,103,343,580259.26719,6144324.54432,A,2,343,4270,2536,452,N
2537,103,343,580142.555256061,6144239.66268271,A,2,343,4270,2537,452,N
2538,103,343,579995.241515,6143998.290968,A,2,343,4270,2538,453,N
2540,103,343,579923.6046,6143730.76331,A,2,343,4270,2540,454,N
2541,103,343,579863.48591,6143532.51992,A,2,343,4270,2541,455,N
2542,103,343,579787.642250709,6143314.65880723,A,2,343,4270,2542,456,N
2543,103,343,579667.37228,6143111.17474,A,2,343,4270,2543,457,N
2544,103,343,579560.42067,6142944.56289,A,2,343,4270,2544,458,N
3209,103,343,579325.851315739,6142603.02147984,A,2,343,4270,3209,500,N
2546,103,343,579179.56587,6142164.0562,A,2,343,4270,2546,501,N
2547,103,343,579170.74646,6142003.45168,A,2,343,4270,2547,502,N
2548,103,343,579149.77486872,6141629.4102704,A,2,343,4270,2548,503,N
3215,103,343,579122.92969,6141401.62722,A,2,343,4270,3215,503,N
2549,103,343,579050.98568514,6140999.8714844,A,2,343,4270,2549,504,N
3216,103,343,579089.49794,6141210.78484,A,2,343,4270,3216,504,N
3217,103,343,578988.32167,6140820.26834,A,2,343,4270,3217,505,N
3219,103,343,578710.78768,6140596.5906,A,2,343,4270,3219,506,N
3221,103,343,578544.28325,6140483.01227,A,2,343,4270,3221,506,N
3223,103,343,578340.7759,6140342.28833,A,2,343,4270,3223,507,N
3225,103,343,578146.51826,6140213.0247,A,2,343,4270,3225,508,N
3227,103,343,577894.50878,6140036.27052,A,2,343,4270,3227,509,N
3228,103,343,577703.21619,6139902.3043,A,2,343,4270,3228,509,N
3230,103,343,577364.80382,6139662.53484,A,2,343,4270,3230,510,N
3231,103,343,577215.23068,6139557.24971,A,2,343,4270,3231,511,N
3232,103,343,577084.90176,6139406.85518,A,2,343,4270,3232,512,N
3233,103,343,576916.14336,6139163.71001,A,2,343,4270,3233,513,N
4207,103,343,576740.38108,6138914.86747,A,2,343,4270,4207,515,N
3241,103,343,576549.02832,6138643.08149,A,2,343,4270,3241,516,N
4908,103,343,576065.644922512,6137899.25330548,A,2,343,4270,4908,518,N
4010,103,343,575675.49279,6137714.14379,A,2,343,4270,4010,519,N
4012,103,343,575279.488073149,6137534.892104,A,2,343,4270,4012,520,N
3912,103,343,574913.19607,6137363.06213,A,2,343,4270,3912,521,N
4015,103,343,574514.53791,6137182.73534,A,2,343,4270,4015,521,N
4201,103,343,574120.22974,6137120.29499,A,2,343,4270,4201,523,N
4017,103,343,573713.08539,6137087.2845,A,2,343,4270,4017,524,N
3914,103,343,573305.88067,6137053.33507,A,2,343,4270,3914,526,N
4756,103,343,573022.57643,6137089.31062013,A,2,343,4270,4756,527,N
4757,103,343,573046.576984749,6136874.16342447,A,2,343,4270,4757,528,N
6274,104,366,572993.066633648,6137053.38894678,B,2,366,5470,6274,547,N
3177,104,366,573407.198284857,6137044.6872747,B,2,366,5470,3177,549,N
4189,104,366,573889.12084,6137085.20295,B,2,366,5470,4189,551,N
3179,104,366,574235.424951659,6137112.91354386,B,2,366,5470,3179,553,N
4204,104,366,574653.75702,6137227.67544,B,2,366,5470,4204,555,N
4202,104,366,575023.04509902,6137393.40947883,B,2,366,5470,4202,557,N
3849,104,366,575309.639120391,6137376.86144731,B,2,366,5470,3849,558,N
3850,104,366,575379.03334287,6137236.80809158,B,2,366,5470,3850,559,N
3851,104,366,575419.41702,6136941.56786,B,2,366,5470,3851,600,N
4086,104,366,575816.582277627,6136764.82980846,B,2,366,5470,4086,601,N
4535,104,366,575618.764762942,6136807.43274935,B,2,366,5470,4535,601,N
3943,104,366,576053.70608,6136668.52214,B,2,366,5470,3943,602,N
3964,104,366,576410.45829,6136518.00557,B,2,366,5470,3964,603,N
3965,104,366,576201.45291,6136607.74345,B,2,366,5470,3965,603,N
4855,104,366,576674.26641124,6136403.00573264,B,2,366,5470,4855,604,N
3966,104,366,576930.52155,6136303.94085,B,2,366,5470,3966,605,N
3967,104,366,577242.85976,6136180.52887,B,2,366,5470,3967,606,N
4098,104,366,577571.95898,6136074.90822,B,2,366,5470,4098,607,N
3949,104,366,577782.75916,6136239.32878,B,2,366,5470,3949,608,N
3950,104,366,577911.074868,6136380.644216,B,2,366,5470,3950,609,N
3951,104,366,578146.686875939,6136571.58598041,B,2,366,5470,3951,609,N
3952,104,366,578367.16026,6136755.72938,B,2,366,5470,3952,610,N
3953,104,366,578694.61296,6137019.27687,B,2,366,5470,3953,612,N
3954,104,366,578906.76034,6137070.85376,B,2,366,5470,3954,612,N
3390,104,366,579465.701770297,6137225.13816626,B,2,366,5470,3390,613,N
3955,104,366,579142.878465086,6137126.22629615,B,2,366,5470,3955,613,N
3391,104,366,579934.01699,6137142.39594,B,2,366,5470,3391,614,N
4856,104,366,580410.70554132,6137867.24558352,B,2,366,5470,4856,616,N
4598,104,366,580574.503749088,6137984.61501615,B,2,366,5470,4598,617,N
4857,104,366,580905.75237508,6137993.8438088,B,2,366,5470,4857,617,N
4858,104,366,581165.88641126,6138084.5026046,B,2,366,5470,4858,618,N
3009,104,366,581518.80468,6138271.56125,B,2,366,5470,3009,619,N
3252,104,366,581798.208367725,6138252.67425901,B,2,366,5470,3252,620,N
3253,104,366,582026.54707,6138243.58907,B,2,366,5470,3253,620,N
3254,104,366,582243.97138,6138240.28075,B,2,366,5470,3254,621,N
3255,104,366,582411.02038,6138239.68307,B,2,366,5470,3255,621,N
3256,104,366,582588.724639589,6138258.72849585,B,2,366,5470,3256,621,N
3257,104,366,582852.299327156,6138342.9974901,B,2,366,5470,3257,622,N
3258,104,366,583163.6483,6138482.8037,B,2,366,5470,3258,623,N
3259,104,366,583400.83842,6138475.18855,B,2,366,5470,3259,623,N
3260,104,366,583621.0554,6138471.23831,B,2,366,5470,3260,624,N
3261,104,366,583870.0915,6138463.51647,B,2,366,5470,3261,625,N
3262,104,366,584033.59741814,6138457.54146504,B,2,366,5470,3262,625,N
3269,104,366,584403.206622666,6138449.89747906,B,2,366,5470,3269,626,N
3270,104,366,584645.341119792,6138591.98568907,B,2,366,5470,3270,627,N
2963,104,366,585073.766081542,6138504.61696588,B,2,366,5470,2963,628,N
5294,104,366,585320.982792434,6138406.25525051,B,2,366,5470,5294,629,N
3302,104,366,585637.94839,6138520.88102,B,2,366,5470,3302,630,N
3298,104,366,585928.79774,6138717.89462,B,2,366,5470,3298,631,N
3292,104,366,586122.12882,6138843.57186,B,2,366,5470,3292,632,N
3293,104,366,586768.075978185,6139035.6368892,B,2,366,5470,3293,633,N
4537,104,366,586418.964493188,6138910.98158794,B,2,366,5470,4537,633,N
6422,104,366,587029.044463128,6139221.24482439,B,2,366,5470,6422,634,N
5788,104,366,586918.935819452,6139492.29881848,B,2,366,5470,5788,635,N
4877,104,366,587205.702440381,6139655.778492,B,2,366,5470,4877,636,N
4878,104,366,587379.701894016,6139715.10421952,B,2,366,5470,4878,636,N
5792,104,366,587908.415253523,6139938.48178847,B,2,366,5470,5792,637,N
5789,104,366,588114.328242312,6139698.82800247,B,2,366,5470,5789,638,N
5301,104,366,588829.657984269,6140119.80891484,B,2,366,5470,5301,640,N
5501,104,366,588633.806428035,6139960.40132717,B,2,366,5470,5501,640,N
5302,104,366,589231.376233137,6140577.72320684,B,2,366,5470,5302,642,N
5303,104,366,589297.031016193,6140721.27349521,B,2,366,5470,5303,642,N
5304,104,366,589401.077155443,6140962.47136348,B,2,366,5470,5304,643,N
5305,104,366,589349.332284053,6141511.35647789,B,2,366,5470,5305,644,N
5306,104,370,589335.978768853,6141513.02566716,A,2,370,6280,5306,628,N
5307,104,370,589416.656256507,6141017.55461367,A,2,370,6280,5307,631,N
