COD_UBIC_P,DESC_LINEA,COD_VARIAN,franja_horaria,cant_viajes
5574,L13,1759,00-10,733
5574,L13,1759,10-18,423
5574,L13,1759,18-00,120
5575,L19,2080,10-18,4
5575,L19,2942,00-10,1
5576,L19,2080,10-18,2
5577,L19,2080,10-18,5
5577,L19,2942,00-10,9
5578,L19,2080,10-18,3
5584,127,2667,10-18,1
5584,127,2667,18-00,2
5584,127,2670,10-18,5
5584,127,2670,18-00,10
5584,127,2672,00-10,2
5584,127,2674,00-10,10
5584,127,2674,10-18,23
5584,127,2685,18-00,3
5584,494,2652,00-10,9
5584,494,2652,10-18,18
5584,494,2652,18-00,12
5584,494,3304,10-18,6
5585,127,2667,10-18,3
5585,127,2670,10-18,10
5585,127,2670,18-00,4
5585,127,2674,00-10,4
5585,127,2674,10-18,9
5585,494,2652,00-10,3
5585,494,2652,10-18,20
5585,494,2652,18-00,11
5585,494,3304,10-18,2
5587,127,2670,10-18,5
5587,127,2670,18-00,4
5587,127,2672,00-10,6
5587,127,2674,00-10,4
5587,127,2674,10-18,5
5587,127,2685,18-00,2
5587,494,2652,00-10,3
5587,494,2652,10-18,16
5587,494,2652,18-00,2
5587,494,3304,00-10,1
5587,494,3304,10-18,9
5588,127,2670,10-18,2
5588,494,2652,10-18,1
5590,127,2674,10-18,1
5590,494,2652,10-18,25
5591,127,2668,00-10,9
5591,127,2671,00-10,4
5591,127,2671,10-18,11
5591,127,2688,18-00,1
5591,494,2653,00-10,2354
5591,494,2653,10-18,1884
5591,494,2653,18-00,730
5591,494,2733,00-10,127
5591,494,3305,10-18,403
5592,127,2668,00-10,97
5592,127,2668,10-18,26
5592,127,2668,18-00,54
5592,127,2671,00-10,153
5592,127,2671,10-18,160
5592,127,2671,18-00,51
5592,127,2673,10-18,14
5592,127,2675,10-18,47
5592,127,2686,10-18,4
5592,127,2686,18-00,6
5592,127,2687,10-18,1
5592,127,2687,18-00,1
5592,127,2688,10-18,7
5592,127,2688,18-00,11
5592,127,2694,10-18,1
5592,494,2653,00-10,64
5592,494,2653,10-18,78
5592,494,2653,18-00,70
5592,494,2733,00-10,4
5592,494,3305,10-18,64
5593,127,2668,00-10,20
5593,127,2668,10-18,9
5593,127,2668,18-00,18
5593,127,2671,00-10,52
5593,127,2671,10-18,36
5593,127,2671,18-00,14
5593,127,2673,10-18,6
5593,127,2675,10-18,12
5593,127,2686,10-18,1
5593,127,2686,18-00,1
5593,127,2688,10-18,2
5593,127,2688,18-00,4
5593,494,2653,00-10,295
5593,494,2653,10-18,175
5593,494,2653,18-00,99
5593,494,2733,00-10,12
5593,494,3305,10-18,74
5594,127,2668,18-00,1
5594,127,2671,10-18,1
5594,127,2686,18-00,1
5594,494,2653,00-10,2
5594,494,2653,10-18,2
5594,494,2653,18-00,20
5594,494,3305,10-18,1
5595,127,2668,00-10,84
5595,127,2668,10-18,14
5595,127,2668,18-00,31
5595,127,2671,00-10,283
5595,127,2671,10-18,131
5595,127,2671,18-00,47
5595,127,2673,10-18,19
5595,127,2675,10-18,60
5595,127,2687,10-18,2
5595,127,2688,10-18,3
5595,127,2688,18-00,12
5595,127,2694,10-18,4
5595,494,2653,00-10,321
5595,494,2653,10-18,191
5595,494,2653,18-00,57
5595,494,2733,00-10,15
5595,494,3305,10-18,54
5596,127,2668,00-10,37
5596,127,2668,10-18,14
5596,127,2668,18-00,28
5596,127,2671,00-10,104
5596,127,2671,10-18,108
5596,127,2671,18-00,36
5596,127,2673,10-18,15
5596,127,2675,10-18,41
5596,127,2686,10-18,2
5596,127,2686,18-00,1
5596,127,2687,10-18,3
5596,127,2688,10-18,5
5596,127,2688,18-00,18
5596,127,2694,10-18,3
5596,494,2653,00-10,183
5596,494,2653,10-18,138
5596,494,2653,18-00,72
5596,494,2733,00-10,13
5596,494,3305,10-18,69
5597,127,2668,00-10,236
5597,127,2668,10-18,21
5597,127,2668,18-00,66
5597,127,2671,00-10,240
5597,127,2671,10-18,182
5597,127,2671,18-00,38
5597,127,2673,10-18,22
5597,127,2675,10-18,63
5597,127,2686,10-18,1
5597,127,2687,10-18,2
5597,127,2687,18-00,1
5597,127,2688,10-18,3
5597,127,2688,18-00,17
5597,127,2694,10-18,7
5597,494,2653,00-10,362
5597,494,2653,10-18,182
5597,494,2653,18-00,79
5597,494,2733,00-10,31
5597,494,3305,10-18,48
5598,127,2668,00-10,1
5598,127,2671,00-10,72
5598,127,2671,10-18,112
5598,127,2671,18-00,26
5598,127,2675,10-18,2
5598,494,2653,00-10,58
5598,494,2653,10-18,14
5598,494,2653,18-00,1
5598,494,2733,00-10,1
5598,494,3305,10-18,2
5605,191,1402,00-10,41
5605,191,1402,10-18,19
5605,191,1402,18-00,7
5605,191,2556,00-10,1
5605,191,2556,10-18,5
5605,191,2556,18-00,2
5606,PRUEX_21,7488,00-10,20
5606,PRUEX_21,7488,10-18,42
5606,PRUEX_21,7488,18-00,23
5606,PRUEX_21,7490,00-10,2
5606,PRUEX_21,7490,10-18,10
5606,PRUEX_21,7490,18-00,1
5606,PRUEX_21,7492,00-10,3
5607,427,2358,00-10,11
5607,427,2358,10-18,87
5607,427,2358,18-00,19
5607,427,2360,00-10,100
5607,427,2360,10-18,59
5607,PRUEX_21,7489,00-10,328
5607,PRUEX_21,7489,10-18,375
5607,PRUEX_21,7489,18-00,94
5607,PRUEX_21,7491,00-10,47
5607,PRUEX_21,7491,10-18,217
5607,PRUEX_21,7491,18-00,6
5607,PRUEX_21,7494,00-10,36
5607,PRUEX_21,7494,18-00,1
5607,PRUEX_21,7983,18-00,2
5607,PRUEX_21,7985,18-00,15
5608,427,2359,00-10,2
5608,427,2359,10-18,2
5608,427,2359,18-00,1
5608,PRUEX_21,7488,00-10,8
5608,PRUEX_21,7488,10-18,8
5608,PRUEX_21,7488,18-00,9
5608,PRUEX_21,7492,00-10,2
5608,PRUEX_21,7492,18-00,1
5609,427,2358,00-10,9
5609,427,2358,10-18,66
5609,427,2358,18-00,17
5609,427,2360,00-10,49
5609,427,2360,10-18,8
5609,PRUEX_21,7489,00-10,218
5609,PRUEX_21,7489,10-18,226
5609,PRUEX_21,7489,18-00,52
5609,PRUEX_21,7491,10-18,7
5609,PRUEX_21,7491,18-00,8
5609,PRUEX_21,7494,00-10,1
5609,PRUEX_21,7494,18-00,1
5609,PRUEX_21,7985,18-00,4
5611,L24,3352,00-10,20
5611,L24,3352,10-18,44
5611,L24,3352,18-00,6
5611,L29,3354,00-10,12
5611,L29,3354,10-18,120
5611,L29,3354,18-00,12
5611,L29,3643,00-10,6
5611,L29,3643,10-18,37
5611,L29,3643,18-00,12
5612,104,356,00-10,1
5612,104,356,18-00,34
5612,104,370,00-10,263
5612,104,370,10-18,1267
5612,104,370,18-00,439
5612,104,371,18-00,46
5612,104,3061,00-10,69
5612,104,3061,10-18,74
5612,104,3061,18-00,120
5612,104,3063,18-00,8
5612,104,3066,10-18,3
5612,104,3066,18-00,67
5612,104,3067,10-18,11
5612,104,3067,18-00,29
5612,104,7873,00-10,7
5612,104,7873,10-18,1
5612,104,7873,18-00,20
5612,140,7886,00-10,33
5612,140,7886,10-18,117
5612,140,7886,18-00,150
5612,140,7956,00-10,30
5612,140,7956,10-18,146
5612,140,7956,18-00,4
5612,142,871,18-00,5
5612,142,874,00-10,2
5612,142,2207,00-10,1
5612,142,2207,10-18,4
5612,142,2207,18-00,9
5612,142,2648,10-18,1
5612,142,2648,18-00,9
5612,142,3257,18-00,7
5612,142,7898,00-10,280
5612,142,7898,10-18,1090
5612,142,7898,18-00,671
5612,142,7899,00-10,233
5612,142,7899,10-18,1085
5612,142,7899,18-00,544
5612,142,7900,18-00,4
5612,173,7965,10-18,31
5612,173,7965,18-00,31
5612,2,7568,18-00,7
5612,2,7589,00-10,350
5612,2,7589,10-18,1329
5612,2,7589,18-00,767
5612,2,7591,00-10,11
5612,2,7591,10-18,1
5612,2,7591,18-00,2
5612,306,1689,00-10,36
5612,306,1761,00-10,236
5612,306,1761,10-18,2296
5612,306,1761,18-00,1000
5612,306,1974,00-10,17
5612,306,3088,00-10,8
5612,306,3088,10-18,1
5612,306,3158,18-00,9
5612,306,3236,00-10,63
5612,306,3236,10-18,1
5612,306,7678,10-18,1
5612,306,7695,18-00,71
5612,306,7878,10-18,2
5612,60,1483,00-10,198
5612,60,1483,10-18,889
5612,60,1483,18-00,583
5612,60,1484,00-10,7
5612,60,1484,10-18,9
5612,60,1484,18-00,19
5612,60,1485,18-00,1
5612,60,1486,18-00,1
5612,60,2393,00-10,378
5612,60,2393,10-18,1404
5612,60,2393,18-00,581
5612,60 SD,7699,00-10,325
5612,64,1507,10-18,3
5612,64,1507,18-00,9
5612,64,1510,00-10,152
5612,64,1510,10-18,1076
5612,64,1510,18-00,397
5612,64,2163,00-10,101
5612,64,2163,10-18,19
5612,64,2163,18-00,30
5612,64,7454,00-10,5
5612,64,7454,18-00,5
5612,D11,224,00-10,512
5612,D11,224,10-18,762
5612,D11,224,18-00,145
5613,104,356,00-10,1
5613,104,356,18-00,17
5613,104,370,00-10,177
5613,104,370,10-18,737
5613,104,370,18-00,195
5613,104,371,18-00,22
5613,104,3061,00-10,76
5613,104,3061,10-18,31
5613,104,3061,18-00,46
5613,104,3063,18-00,4
5613,104,3066,18-00,31
5613,104,3067,10-18,5
5613,104,3067,18-00,10
5613,104,7873,18-00,4
5613,140,7886,00-10,54
5613,140,7886,10-18,39
5613,140,7886,18-00,56
5613,140,7892,18-00,1
5613,140,7956,00-10,25
5613,140,7956,10-18,73
5613,142,864,00-10,1
5613,142,871,18-00,1
5613,142,874,00-10,2
5613,142,2207,10-18,3
5613,142,2207,18-00,5
5613,142,2648,18-00,1
5613,142,7898,00-10,261
5613,142,7898,10-18,620
5613,142,7898,18-00,199
5613,142,7899,00-10,241
5613,142,7899,10-18,493
5613,142,7899,18-00,201
5613,142,7900,18-00,3
5613,173,7965,10-18,21
5613,173,7965,18-00,4
5613,2,7568,18-00,2
5613,2,7589,00-10,293
5613,2,7589,10-18,606
5613,2,7589,18-00,256
5613,2,7591,00-10,7
5613,2,7591,18-00,2
5613,306,1689,00-10,6
5613,306,1761,00-10,112
5613,306,1761,10-18,988
5613,306,1761,18-00,314
5613,306,1974,00-10,2
5613,306,3088,00-10,6
5613,306,3088,10-18,2
5613,306,3158,18-00,6
5613,306,3236,00-10,24
5613,306,7695,18-00,36
5613,306,7878,10-18,1
5613,60,1483,00-10,131
5613,60,1483,10-18,523
5613,60,1483,18-00,222
5613,60,1484,00-10,3
5613,60,1484,10-18,7
5613,60,1485,18-00,1
5613,60,1486,10-18,1
5613,60,2393,00-10,406
5613,60,2393,10-18,769
5613,60,2393,18-00,259
5613,60 SD,7699,00-10,344
5613,64,1507,10-18,1
5613,64,1507,18-00,3
5613,64,1510,00-10,157
5613,64,1510,10-18,515
5613,64,1510,18-00,139
5613,64,2163,00-10,10
5613,64,2163,10-18,20
5613,64,2163,18-00,12
5613,64,7454,00-10,4
5613,64,7861,18-00,3
5613,D11,224,00-10,515
5613,D11,224,10-18,388
5613,D11,224,18-00,49
5614,104,356,00-10,2
5614,104,356,18-00,4
5614,104,370,00-10,136
5614,104,370,10-18,591
5614,104,370,18-00,127
5614,104,371,18-00,7
5614,104,3061,00-10,46
5614,104,3061,10-18,41
5614,104,3061,18-00,37
5614,104,3063,00-10,1
5614,104,3063,18-00,2
5614,104,3066,10-18,3
5614,104,3066,18-00,16
5614,104,3067,10-18,3
5614,104,3067,18-00,4
5614,104,7873,00-10,2
5614,104,7873,10-18,1
5614,104,7873,18-00,6
5614,140,7886,00-10,79
5614,140,7886,10-18,42
5614,140,7886,18-00,40
5614,140,7956,00-10,24
5614,140,7956,10-18,67
5614,140,7956,18-00,1
5614,142,871,18-00,2
5614,142,874,00-10,2
5614,142,874,10-18,1
5614,142,2207,00-10,3
5614,142,2207,10-18,2
5614,142,2207,18-00,3
5614,142,2648,10-18,2
5614,142,7898,00-10,230
5614,142,7898,10-18,379
5614,142,7898,18-00,156
5614,142,7899,00-10,185
5614,142,7899,10-18,454
5614,142,7899,18-00,168
5614,173,7965,10-18,5
5614,173,7965,18-00,1
5614,2,7568,18-00,1
5614,2,7589,00-10,179
5614,2,7589,10-18,469
5614,2,7589,18-00,283
5614,2,7591,00-10,17
5614,2,7591,10-18,1
5614,306,1761,00-10,72
5614,306,1761,10-18,569
5614,306,1761,18-00,253
5614,306,1974,00-10,1
5614,306,3088,00-10,1
5614,306,3168,18-00,1
5614,306,3236,00-10,3
5614,306,7695,10-18,1
5614,306,7695,18-00,23
5614,60,1483,00-10,95
5614,60,1483,10-18,378
5614,60,1483,18-00,224
5614,60,1484,00-10,1
5614,60,1484,10-18,5
5614,60,1484,18-00,16
5614,60,1485,18-00,1
5614,60,2393,00-10,334
5614,60,2393,10-18,566
5614,60,2393,18-00,231
5614,60 SD,7699,00-10,182
5614,64,1507,18-00,2
5614,64,1510,00-10,179
5614,64,1510,10-18,408
5614,64,1510,18-00,109
5614,64,2163,00-10,25
5614,64,2163,10-18,9
5614,64,2163,18-00,23
5614,64,7454,18-00,1
5614,64,7861,18-00,1
5614,D11,224,00-10,355
5614,D11,224,10-18,269
5614,D11,224,18-00,32
5615,104,356,00-10,2
5615,104,356,18-00,23
5615,104,370,00-10,185
5615,104,370,10-18,577
5615,104,370,18-00,217
5615,104,371,18-00,14
5615,104,3061,00-10,45
5615,104,3061,10-18,37
5615,104,3061,18-00,80
5615,104,3063,00-10,1
5615,104,3063,18-00,5
5615,104,3066,10-18,1
5615,104,3066,18-00,16
5615,104,3067,00-10,1
5615,104,3067,10-18,3
5615,104,3067,18-00,9
5615,104,7873,10-18,3
5615,104,7873,18-00,10
5615,140,7886,00-10,35
5615,140,7886,10-18,57
5615,140,7886,18-00,69
5615,140,7956,00-10,9
5615,140,7956,10-18,67
5615,140,7956,18-00,2
5615,142,864,00-10,1
5615,142,871,18-00,9
5615,142,874,00-10,3
5615,142,874,10-18,3
5615,142,2207,00-10,2
5615,142,2207,10-18,3
5615,142,2207,18-00,1
5615,142,2648,10-18,1
5615,142,3257,18-00,1
5615,142,7898,00-10,194
5615,142,7898,10-18,562
5615,142,7898,18-00,332
5615,142,7899,00-10,169
5615,142,7899,10-18,579
5615,142,7899,18-00,322
5615,142,7900,18-00,1
5615,173,7965,10-18,7
5615,173,7965,18-00,2
5615,2,7568,18-00,10
5615,2,7589,00-10,314
5615,2,7589,10-18,803
5615,2,7589,18-00,480
5615,2,7591,00-10,11
5615,2,7591,18-00,9
5615,306,1689,00-10,9
5615,306,1761,00-10,108
5615,306,1761,10-18,815
5615,306,1761,18-00,323
5615,306,1974,00-10,2
5615,306,3088,00-10,10
5615,306,3158,18-00,2
5615,306,3236,00-10,21
5615,306,7695,10-18,5
5615,306,7695,18-00,48
5615,60,1483,00-10,136
5615,60,1483,10-18,540
5615,60,1483,18-00,375
5615,60,1484,10-18,13
5615,60,1484,18-00,12
5615,60,1485,18-00,3
5615,60,1486,10-18,1
5615,60,1486,18-00,1
5615,60,2393,00-10,360
5615,60,2393,10-18,776
5615,60,2393,18-00,388
5615,60 SD,7699,00-10,175
5615,64,1507,10-18,2
5615,64,1507,18-00,5
5615,64,1510,00-10,184
5615,64,1510,10-18,552
5615,64,1510,18-00,223
5615,64,2163,00-10,35
5615,64,2163,10-18,4
5615,64,2163,18-00,19
5615,64,7454,18-00,1
5615,64,7861,18-00,4
5616,104,356,00-10,1
5616,104,356,18-00,16
5616,104,370,00-10,151
5616,104,370,10-18,513
5616,104,370,18-00,123
5616,104,371,18-00,5
5616,104,3061,00-10,42
5616,104,3061,10-18,32
5616,104,3061,18-00,38
5616,104,3063,00-10,2
5616,104,3063,18-00,4
5616,104,3066,18-00,9
5616,104,3067,10-18,1
5616,104,3067,18-00,12
5616,104,7873,10-18,1
5616,104,7873,18-00,2
5616,140,7886,00-10,33
5616,140,7886,10-18,62
5616,140,7886,18-00,43
5616,140,7892,18-00,2
5616,140,7956,00-10,9
5616,140,7956,10-18,66
5616,142,864,10-18,1
5616,142,871,18-00,2
5616,142,874,00-10,3
5616,142,2207,10-18,4
5616,142,2207,18-00,1
5616,142,2648,10-18,2
5616,142,2648,18-00,1
5616,142,3257,18-00,1
5616,142,7898,00-10,162
5616,142,7898,10-18,420
5616,142,7898,18-00,175
5616,142,7899,00-10,189
5616,142,7899,10-18,452
5616,142,7899,18-00,152
5616,142,7900,18-00,1
5616,173,7965,10-18,9
5616,173,7965,18-00,2
5616,2,7589,00-10,67
5616,2,7589,10-18,574
5616,2,7589,18-00,228
5616,2,7591,00-10,3
5616,2,7591,18-00,19
5616,306,1689,00-10,7
5616,306,1761,00-10,85
5616,306,1761,10-18,562
5616,306,1761,18-00,254
5616,306,1974,00-10,1
5616,306,3158,18-00,2
5616,306,3236,00-10,8
5616,306,7695,10-18,2
5616,306,7695,18-00,31
5616,60,1483,00-10,69
5616,60,1483,10-18,351
5616,60,1483,18-00,198
5616,60,1484,00-10,1
5616,60,1484,10-18,4
5616,60,1484,18-00,1
5616,60,1485,18-00,2
5616,60,2393,00-10,210
5616,60,2393,10-18,551
5616,60,2393,18-00,197
5616,64,1507,18-00,4
5616,64,1510,00-10,98
5616,64,1510,10-18,377
5616,64,1510,18-00,94
5616,64,2163,00-10,20
5616,64,2163,10-18,6
5616,64,2163,18-00,8
5616,64,7454,00-10,4
5616,64,7454,18-00,1
5617,104,356,00-10,3
5617,104,356,18-00,23
5617,104,370,00-10,226
5617,104,370,10-18,764
5617,104,370,18-00,186
5617,104,371,18-00,29
5617,104,3061,00-10,109
5617,104,3061,10-18,57
5617,104,3061,18-00,51
5617,104,3063,00-10,1
5617,104,3063,18-00,6
5617,104,3066,10-18,1
5617,104,3066,18-00,36
5617,104,3067,10-18,4
5617,104,3067,18-00,14
5617,104,7873,18-00,7
5617,140,7886,00-10,52
5617,140,7886,10-18,41
5617,140,7886,18-00,48
5617,140,7956,00-10,18
5617,140,7956,10-18,81
5617,142,871,18-00,1
5617,142,874,00-10,4
5617,142,874,10-18,1
5617,142,2207,00-10,1
5617,142,2207,10-18,2
5617,142,2207,18-00,2
5617,142,2648,10-18,3
5617,142,2648,18-00,7
5617,142,3257,18-00,1
5617,142,7898,00-10,351
5617,142,7898,10-18,634
5617,142,7898,18-00,274
5617,142,7899,00-10,326
5617,142,7899,10-18,653
5617,142,7899,18-00,226
5617,142,7900,18-00,2
5617,173,7965,10-18,16
5617,173,7965,18-00,3
5617,2,7568,18-00,6
5617,2,7589,00-10,194
5617,2,7589,10-18,629
5617,2,7589,18-00,405
5617,2,7591,00-10,4
5617,2,7591,18-00,2
5617,306,1689,00-10,9
5617,306,1761,00-10,78
5617,306,1761,10-18,1154
5617,306,1761,18-00,476
5617,306,1974,00-10,3
5617,306,3088,00-10,5
5617,306,3236,00-10,23
5617,306,7695,10-18,2
5617,306,7695,18-00,52
5617,60,1483,00-10,148
5617,60,1483,10-18,513
5617,60,1483,18-00,334
5617,60,1484,00-10,6
5617,60,1484,10-18,2
5617,60,1484,18-00,14
5617,60,1485,18-00,1
5617,60,1486,18-00,5
5617,60,2393,00-10,416
5617,60,2393,10-18,804
5617,60,2393,18-00,353
5617,60 SD,7699,00-10,364
5617,64,1507,18-00,1
5617,64,1510,00-10,203
5617,64,1510,10-18,492
5617,64,1510,18-00,160
5617,64,2163,00-10,12
5617,64,2163,10-18,6
5617,64,2163,18-00,30
5617,64,7454,00-10,3
5617,64,7454,18-00,2
5617,64,7861,18-00,1
5618,582,219,00-10,840
5618,582,219,10-18,1659
5618,582,219,18-00,989
5619,L7,2356,10-18,1
5619,L7,2356,18-00,6
5620,PRUEX_21,7490,10-18,1
5620,PRUEX_21,7490,18-00,1
5620,PRUEX_21,7497,00-10,14
5620,PRUEX_21,7497,10-18,11
5620,PRUEX_21,7497,18-00,3
5620,PRUEX_D10,7557,00-10,2
5620,PRUEX_D10,7557,10-18,3
5621,PRUEX_D10,7557,00-10,1
5622,PRUEX_D10,7557,10-18,21
5622,PRUEX_D10,7557,18-00,8
5623,PRUEX_D10,7557,10-18,1
5623,PRUEX_D10,7557,18-00,2
5624,PRUEX_D10,7558,00-10,90
5624,PRUEX_D10,7558,10-18,167
5624,PRUEX_D10,7558,18-00,33
5626,PRUEX_D10,7558,00-10,15
5626,PRUEX_D10,7558,10-18,21
5626,PRUEX_D10,7558,18-00,2
5632,100,242,00-10,1550
5632,100,242,10-18,1444
5632,100,242,18-00,473
5632,100,243,00-10,70
5632,100,243,10-18,1
5632,100,243,18-00,1
5632,100,244,00-10,24
5632,100,244,10-18,2
5632,100,244,18-00,5
5632,100,245,00-10,46
5632,100,245,10-18,4
5632,100,245,18-00,24
5632,100,246,10-18,3
5632,100,246,18-00,1
5632,100,247,10-18,2
5632,100,247,18-00,27
5635,PRUEX_21,7491,00-10,39
5635,PRUEX_21,7491,10-18,67
5635,PRUEX_21,7491,18-00,36
5635,PRUEX_21,7498,00-10,136
5635,PRUEX_21,7498,10-18,472
5635,PRUEX_21,7498,18-00,154
5635,PRUEX_21,7986,10-18,18
5635,PRUEX_21,7986,18-00,23
5636,PRUEX_21,7491,10-18,1
5636,PRUEX_21,7498,00-10,3
5636,PRUEX_21,7498,10-18,3
5636,PRUEX_21,7986,18-00,1
5637,PRUEX_21,7491,00-10,14
5637,PRUEX_21,7491,10-18,15
5637,PRUEX_21,7491,18-00,13
5637,PRUEX_21,7498,00-10,185
5637,PRUEX_21,7498,10-18,619
5637,PRUEX_21,7498,18-00,126
5637,PRUEX_21,7986,10-18,17
5637,PRUEX_21,7986,18-00,35
5638,G11,3349,00-10,8
5638,G11,3349,10-18,18
5638,G11,3349,18-00,5
5638,G11,3387,00-10,4
5638,G11,3387,18-00,4
5639,G11,3349,00-10,7
5639,G11,3349,10-18,15
5639,G11,3349,18-00,4
5639,G11,3387,00-10,12
5639,G11,3387,18-00,1
5640,L2,8046,00-10,56
5640,L2,8046,10-18,37
5640,L2,8046,18-00,9
5641,64,1787,00-10,14
5641,64,1787,10-18,67
5641,64,1787,18-00,21
5641,64,2162,10-18,1
5642,407,49,00-10,783
5642,407,49,10-18,4327
5642,407,49,18-00,3313
5642,407,50,10-18,3
5642,409,55,00-10,87
5642,409,55,10-18,818
5642,409,55,18-00,370
5642,409,57,00-10,19
5642,409,57,10-18,272
5642,409,57,18-00,179
5642,409,3124,00-10,1185
5642,409,3124,10-18,3391
5642,409,3124,18-00,2664
5643,181,7603,00-10,1631
5643,181,7603,10-18,3434
5643,181,7603,18-00,1710
5643,181,8016,00-10,4
5643,181,8016,10-18,17
5643,181,8016,18-00,93
5643,181,8064,00-10,52
5643,181,8064,10-18,41
5643,181,8064,18-00,54
5643,181,8069,00-10,5
5643,181,8069,10-18,8
5643,181,8069,18-00,51
5643,405,37,00-10,420
5643,405,37,10-18,627
5643,405,37,18-00,397
5643,405,48,10-18,13
5643,405,48,18-00,2
5643,405,7838,00-10,4
5643,405,7838,10-18,1
5643,405,8054,00-10,62
5643,405,8054,10-18,357
5643,405,8054,18-00,60
5644,L19,2079,00-10,1
5644,L19,2079,10-18,6
5644,L19,2079,18-00,8
5647,L20,1565,00-10,1
5647,L20,1565,10-18,17
5647,L20,1565,18-00,6
5651,L20,1565,00-10,1
5651,L20,1565,10-18,23
5651,L20,1565,18-00,5
5652,L21,1566,00-10,18
5652,L21,1566,10-18,49
5652,L21,1566,18-00,17
5656,L29,3354,00-10,254
5656,L29,3354,10-18,320
5656,L29,3354,18-00,104
5656,L29,3643,00-10,164
5656,L29,3643,10-18,103
5656,L29,3643,18-00,22
5657,427,83,00-10,114
5657,427,83,10-18,346
5657,427,83,18-00,125
5657,427,84,00-10,7
5657,427,84,10-18,118
5657,427,84,18-00,110
5657,427,85,10-18,1
5657,427,2123,10-18,7
5657,427,2123,18-00,44
5657,427,2124,10-18,32
5657,427,2358,00-10,2
5657,427,2358,10-18,61
5657,427,2358,18-00,28
5657,427,2360,00-10,17
5657,427,2360,10-18,61
5657,522,183,18-00,65
5657,522,2425,10-18,9
5657,522,2425,18-00,1
5658,L7,2357,00-10,101
5658,L7,2357,10-18,186
5658,L7,2357,18-00,46
5658,L7,3193,10-18,3
5658,L7,3193,18-00,21
5658,L7,3657,00-10,4
5658,L7,3657,10-18,60
5663,141,7685,00-10,3
5663,141,7685,10-18,8
5663,141,7685,18-00,1
5663,144,883,00-10,87
5663,144,883,10-18,362
5663,144,883,18-00,143
5663,405,24,00-10,40
5663,405,24,10-18,448
5663,405,24,18-00,98
5663,405,25,00-10,12
5663,405,25,10-18,226
5663,405,25,18-00,25
5663,405,27,00-10,5
5663,405,28,10-18,11
5663,405,29,00-10,1
5663,405,8058,18-00,13
5663,405,8059,00-10,9
5664,128,711,00-10,380
5664,128,711,10-18,1307
5664,128,711,18-00,457
5664,128,713,10-18,9
5664,128,713,18-00,2
5664,128,715,00-10,1
5664,128,725,00-10,6
5664,135,782,00-10,22
5664,135,782,10-18,23
5664,494,121,00-10,53
5664,494,121,10-18,202
5664,494,121,18-00,168
5664,494,122,00-10,39
5664,494,122,10-18,115
5664,494,122,18-00,8
5664,494,2652,00-10,134
5664,494,2652,10-18,221
5664,494,2652,18-00,117
5664,494,2898,00-10,12
5664,494,2898,10-18,234
5664,494,2898,18-00,96
5664,494,3302,00-10,17
5664,494,3302,10-18,40
5664,494,3304,00-10,32
5664,494,3304,10-18,51
5664,494,3306,00-10,13
5664,494,3306,10-18,30
5664,495,137,00-10,56
5664,495,137,18-00,2
5665,137,811,00-10,9
5665,137,811,18-00,87
5665,137,812,00-10,20
5665,137,812,10-18,18
5665,137,812,18-00,64
5665,137,814,10-18,5
5665,137,814,18-00,43
5665,137,819,00-10,91
5665,137,819,10-18,350
5665,137,819,18-00,35
5665,495,137,00-10,38
5665,L37,2384,00-10,1
5667,L35,1575,10-18,1
5667,L35,1575,18-00,1
5668,L35,1575,00-10,21
5668,L35,1575,10-18,41
5668,L35,1575,18-00,23
5670,L30,3259,00-10,4
5670,L30,3259,10-18,1
5671,4,2958,18-00,19
5671,L30,3258,00-10,1
5673,127,2668,00-10,778
5673,127,2668,10-18,87
5673,127,2668,18-00,421
5673,127,2671,00-10,1630
5673,127,2671,10-18,1117
5673,127,2671,18-00,232
5673,127,2673,10-18,101
5673,127,2675,10-18,540
5673,127,2686,10-18,6
5673,127,2686,18-00,47
5673,127,2687,10-18,30
5673,127,2687,18-00,5
5673,127,2688,10-18,64
5673,127,2688,18-00,121
5673,127,2694,10-18,38
5687,105,395,00-10,612
5687,105,395,10-18,1221
5687,105,395,18-00,280
5687,105,400,00-10,3
5687,105,400,10-18,26
5687,105,400,18-00,23
5687,105,403,10-18,1
5687,105,403,18-00,13
5687,105,404,10-18,3
5687,105,404,18-00,3
5687,105,406,10-18,2
5687,105,406,18-00,10
5687,105,417,00-10,38
5687,105,417,10-18,34
5687,105,417,18-00,92
5687,105,419,10-18,1
5687,105,2403,00-10,52
5687,105,2452,00-10,7
5687,105,2452,10-18,3
5687,105,2453,00-10,4
5687,105,2453,10-18,26
5687,105,2453,18-00,7
5687,105,2454,00-10,15
5687,105,2454,10-18,19
5687,105,2454,18-00,7
5687,105,2455,10-18,8
5687,105,2455,18-00,10
5687,105,2456,00-10,1
5687,105,2457,18-00,8
5687,105,7863,00-10,6
5687,105,7865,18-00,35
5687,105,7945,18-00,2
5687,109,469,00-10,108
5687,109,469,10-18,95
5687,109,469,18-00,126
5687,109,471,10-18,2
5687,109,471,18-00,9
5687,109,472,00-10,5
5687,109,472,10-18,7
5687,109,472,18-00,5
5687,109,473,00-10,3
5687,109,473,10-18,22
5687,109,473,18-00,9
5687,109,2214,00-10,6
5687,109,2214,10-18,18
5687,109,2214,18-00,16
5687,109,2216,10-18,3
