COD_UBIC_P,DESC_LINEA,COD_VARIAN,franja_horaria,cant_viajes
1283,195,2303,00-10,112
1283,195,2303,10-18,395
1283,195,2303,18-00,252
1283,195,2304,10-18,1
1283,195,2304,18-00,4
1283,306,7657,00-10,13
1283,306,7657,10-18,42
1283,306,7657,18-00,55
1283,306,7662,00-10,64
1283,306,7662,10-18,1
1283,306,7666,00-10,1176
1283,306,7666,10-18,2128
1283,306,7666,18-00,443
1283,306,7669,10-18,10
1283,306,7669,18-00,97
1283,306,7671,00-10,4
1283,306,7671,10-18,5
1283,306,7671,18-00,42
1283,306,7676,00-10,7
1283,306,7676,10-18,11
1283,306,7676,18-00,67
1283,306,7730,00-10,7
1283,306,7730,10-18,6
1283,306,7730,18-00,6
1283,306,7731,00-10,16
1283,306,7731,10-18,13
1283,306,7731,18-00,94
1283,370,1737,10-18,44
1283,370,1740,10-18,7
1283,370,1740,18-00,3
1283,370,1742,10-18,3
1283,370,1743,00-10,1092
1283,370,1743,10-18,1674
1283,370,1743,18-00,524
1283,370,1967,10-18,10
1283,370,2285,00-10,136
1283,370,2285,10-18,448
1283,370,2285,18-00,211
1283,370,7395,00-10,30
1283,76,7513,10-18,15
1283,76,7514,00-10,99
1283,76,7514,10-18,351
1283,76,7514,18-00,148
1283,76,7517,00-10,723
1283,76,7517,10-18,1002
1283,76,7517,18-00,390
1283,76,7519,18-00,59
1284,125,673,00-10,1
1284,125,673,10-18,6
1284,125,675,00-10,756
1284,125,675,10-18,1534
1284,125,675,18-00,260
1284,125,677,00-10,9
1284,125,677,10-18,22
1284,125,677,18-00,20
1284,125,683,00-10,19
1284,125,683,10-18,40
1284,125,683,18-00,29
1284,125,2032,00-10,106
1284,125,2032,10-18,306
1284,125,2032,18-00,75
1284,133,2095,00-10,1
1284,133,2269,00-10,5
1284,133,2269,10-18,8
1284,133,2984,00-10,202
1284,133,2984,18-00,8
1284,133,2986,00-10,70
1284,133,2986,18-00,15
1284,133,7452,00-10,14
1284,137,811,00-10,146
1284,137,811,18-00,176
1284,137,812,00-10,117
1284,137,812,10-18,108
1284,137,812,18-00,71
1284,137,814,00-10,11
1284,137,814,10-18,33
1284,137,814,18-00,81
1284,137,819,00-10,561
1284,137,819,10-18,1369
1284,137,819,18-00,177
1284,163,1122,00-10,1359
1284,163,1122,10-18,1909
1284,163,1122,18-00,638
1284,163,1123,00-10,22
1284,163,1123,10-18,53
1284,163,1123,18-00,107
1284,163,1125,10-18,1
1284,163,1127,00-10,1
1284,163,1127,18-00,24
1284,163,7880,00-10,9
1284,163,7880,18-00,6
1284,17,7478,00-10,896
1284,17,7478,10-18,1307
1284,17,7478,18-00,555
1284,17,7480,00-10,22
1284,185,1332,10-18,13
1284,185,1332,18-00,14
1284,185,1347,00-10,997
1284,185,1347,10-18,1970
1284,185,1347,18-00,578
1284,185,1348,00-10,80
1284,185,1348,10-18,58
1284,185,1348,18-00,93
1284,185,1350,00-10,3
1284,185,1350,10-18,2
1284,185,1350,18-00,10
1284,185,1351,10-18,10
1284,185,1351,18-00,28
1284,185,1352,00-10,8
1284,185,1352,18-00,9
1284,185,2300,00-10,8
1284,185,2300,10-18,22
1284,185,2300,18-00,15
1284,185,2301,18-00,1
1284,186,1358,00-10,189
1284,186,1358,10-18,352
1284,186,1358,18-00,89
1284,186,1359,00-10,7
1284,186,1359,10-18,24
1284,186,1359,18-00,26
1284,186,1360,00-10,61
1284,186,1360,18-00,5
1284,186,1361,00-10,4
1284,186,1361,18-00,1
1284,186,1362,18-00,2
1284,186,1866,18-00,2
1284,195,1434,10-18,43
1284,195,1438,00-10,926
1284,195,1438,10-18,1269
1284,195,1438,18-00,550
1284,195,1439,00-10,12
1284,195,1439,18-00,61
1284,195,2303,00-10,102
1284,195,2303,10-18,528
1284,195,2303,18-00,322
1284,306,7657,00-10,4
1284,306,7657,10-18,27
1284,306,7657,18-00,30
1284,306,7662,00-10,75
1284,306,7662,10-18,1
1284,306,7666,00-10,610
1284,306,7666,10-18,1796
1284,306,7666,18-00,316
1284,306,7669,10-18,1
1284,306,7669,18-00,85
1284,306,7671,00-10,3
1284,306,7671,10-18,3
1284,306,7671,18-00,28
1284,306,7676,00-10,3
1284,306,7676,10-18,21
1284,306,7676,18-00,50
1284,306,7730,00-10,6
1284,306,7730,10-18,7
1284,306,7730,18-00,9
1284,306,7731,00-10,10
1284,306,7731,10-18,7
1284,306,7731,18-00,51
1284,306,7858,10-18,5
1284,370,1737,10-18,20
1284,370,1737,18-00,1
1284,370,1740,10-18,5
1284,370,1740,18-00,1
1284,370,1742,10-18,3
1284,370,1743,00-10,719
1284,370,1743,10-18,1389
1284,370,1743,18-00,452
1284,370,1967,10-18,9
1284,370,2285,00-10,82
1284,370,2285,10-18,299
1284,370,2285,18-00,132
1284,370,7395,00-10,3
1284,76,7513,10-18,17
1284,76,7514,00-10,69
1284,76,7514,10-18,295
1284,76,7514,18-00,105
1284,76,7517,00-10,704
1284,76,7517,10-18,1027
1284,76,7517,18-00,255
1284,76,7519,18-00,3
1285,125,673,00-10,3
1285,125,673,10-18,6
1285,125,675,00-10,761
1285,125,675,10-18,1228
1285,125,675,18-00,212
1285,125,677,00-10,2
1285,125,677,10-18,26
1285,125,677,18-00,10
1285,125,683,00-10,18
1285,125,683,10-18,42
1285,125,683,18-00,24
1285,125,2032,00-10,125
1285,125,2032,10-18,260
1285,125,2032,18-00,71
1285,133,2095,00-10,2
1285,133,2269,10-18,5
1285,133,2984,00-10,219
1285,133,2984,18-00,3
1285,133,2986,00-10,34
1285,133,2986,18-00,3
1285,133,7452,00-10,4
1285,137,811,00-10,174
1285,137,811,18-00,91
1285,137,812,00-10,102
1285,137,812,10-18,77
1285,137,812,18-00,85
1285,137,814,00-10,7
1285,137,814,10-18,15
1285,137,814,18-00,60
1285,137,819,00-10,488
1285,137,819,10-18,1310
1285,137,819,18-00,177
1285,185,1332,10-18,21
1285,185,1332,18-00,17
1285,185,1347,00-10,891
1285,185,1347,10-18,1657
1285,185,1347,18-00,570
1285,185,1348,00-10,62
1285,185,1348,10-18,60
1285,185,1348,18-00,56
1285,185,1350,18-00,12
1285,185,1351,00-10,3
1285,185,1351,10-18,8
1285,185,1351,18-00,35
1285,185,1352,00-10,15
1285,185,1352,10-18,3
1285,185,1352,18-00,17
1285,185,2300,00-10,19
1285,185,2300,10-18,26
1285,185,2300,18-00,22
1285,186,1358,00-10,176
1285,186,1358,10-18,291
1285,186,1358,18-00,92
1285,186,1359,00-10,5
1285,186,1359,10-18,22
1285,186,1359,18-00,31
1285,186,1360,00-10,51
1285,186,1360,10-18,5
1285,186,1360,18-00,1
1285,186,1361,00-10,10
1285,186,1361,10-18,1
1285,186,1362,18-00,6
1285,186,1866,18-00,1
1285,306,7657,00-10,5
1285,306,7657,10-18,14
1285,306,7657,18-00,32
1285,306,7662,00-10,50
1285,306,7662,10-18,4
1285,306,7666,00-10,542
1285,306,7666,10-18,1311
1285,306,7666,18-00,312
1285,306,7669,10-18,1
1285,306,7669,18-00,62
1285,306,7671,10-18,5
1285,306,7671,18-00,26
1285,306,7676,00-10,3
1285,306,7676,10-18,5
1285,306,7676,18-00,35
1285,306,7730,00-10,2
1285,306,7730,10-18,1
1285,306,7730,18-00,14
1285,306,7731,00-10,17
1285,306,7731,10-18,11
1285,306,7731,18-00,44
1285,370,1737,10-18,23
1285,370,1740,10-18,6
1285,370,1740,18-00,2
1285,370,1742,00-10,1
1285,370,1742,10-18,1
1285,370,1743,00-10,524
1285,370,1743,10-18,1130
1285,370,1743,18-00,266
1285,370,1967,10-18,8
1285,370,1967,18-00,2
1285,370,2285,00-10,62
1285,370,2285,10-18,238
1285,370,2285,18-00,111
1285,370,7395,00-10,2
1286,125,673,00-10,3
1286,125,673,10-18,7
1286,125,675,00-10,1079
1286,125,675,10-18,1276
1286,125,675,18-00,299
1286,125,677,00-10,9
1286,125,677,10-18,13
1286,125,677,18-00,9
1286,125,683,00-10,41
1286,125,683,10-18,42
1286,125,683,18-00,39
1286,125,2032,00-10,143
1286,125,2032,10-18,361
1286,125,2032,18-00,152
1286,133,2095,00-10,1
1286,133,2269,10-18,5
1286,133,2269,18-00,5
1286,133,2984,00-10,308
1286,133,2984,18-00,24
1286,133,2986,00-10,86
1286,133,2986,18-00,3
1286,133,7452,00-10,12
1286,137,811,00-10,139
1286,137,811,18-00,185
1286,137,812,00-10,175
1286,137,812,10-18,147
1286,137,812,18-00,80
1286,137,814,00-10,18
1286,137,814,10-18,17
1286,137,814,18-00,62
1286,137,819,00-10,763
1286,137,819,10-18,1482
1286,137,819,18-00,242
1286,185,1332,10-18,17
1286,185,1332,18-00,24
1286,185,1333,18-00,1
1286,185,1347,00-10,1600
1286,185,1347,10-18,2132
1286,185,1347,18-00,735
1286,185,1348,00-10,114
1286,185,1348,10-18,60
1286,185,1348,18-00,107
1286,185,1350,10-18,3
1286,185,1350,18-00,14
1286,185,1351,00-10,3
1286,185,1351,10-18,6
1286,185,1351,18-00,45
1286,185,1352,00-10,21
1286,185,1352,10-18,8
1286,185,1352,18-00,26
1286,185,2300,00-10,10
1286,185,2300,10-18,45
1286,185,2300,18-00,15
1286,186,1358,00-10,297
1286,186,1358,10-18,391
1286,186,1358,18-00,127
1286,186,1359,00-10,5
1286,186,1359,10-18,20
1286,186,1359,18-00,11
1286,186,1360,00-10,19
1286,186,1360,10-18,5
1286,186,1360,18-00,2
1286,186,1361,00-10,20
1286,186,1361,18-00,3
1286,306,7657,00-10,6
1286,306,7657,10-18,35
1286,306,7657,18-00,124
1286,306,7662,00-10,26
1286,306,7666,00-10,1293
1286,306,7666,10-18,1847
1286,306,7666,18-00,367
1286,306,7669,10-18,2
1286,306,7669,18-00,85
1286,306,7671,00-10,5
1286,306,7671,10-18,5
1286,306,7671,18-00,34
1286,306,7676,00-10,24
1286,306,7676,10-18,6
1286,306,7676,18-00,50
1286,306,7730,00-10,6
1286,306,7730,10-18,2
1286,306,7730,18-00,5
1286,306,7731,00-10,20
1286,306,7731,10-18,6
1286,306,7731,18-00,68
1286,306,7858,10-18,1
1286,370,1737,10-18,36
1286,370,1737,18-00,2
1286,370,1740,10-18,5
1286,370,1740,18-00,5
1286,370,1742,00-10,61
1286,370,1742,10-18,4
1286,370,1743,00-10,1189
1286,370,1743,10-18,1447
1286,370,1743,18-00,441
1286,370,1967,10-18,3
1286,370,1967,18-00,1
1286,370,2285,00-10,100
1286,370,2285,10-18,389
1286,370,2285,18-00,189
1286,370,7395,00-10,1
1286,524,186,00-10,456
1286,524,186,10-18,765
1286,524,186,18-00,344
1286,524,2022,00-10,34
1286,524,2102,00-10,40
1286,524,2102,10-18,5
1286,524,2102,18-00,8
1287,125,673,00-10,3
1287,125,673,10-18,7
1287,125,675,00-10,1014
1287,125,675,10-18,1674
1287,125,675,18-00,354
1287,125,677,00-10,1
1287,125,677,10-18,18
1287,125,677,18-00,20
1287,125,683,00-10,28
1287,125,683,10-18,33
1287,125,683,18-00,19
1287,125,2032,00-10,98
1287,125,2032,10-18,339
1287,125,2032,18-00,109
1287,133,2269,00-10,5
1287,133,2269,10-18,11
1287,133,2269,18-00,2
1287,133,2984,00-10,286
1287,133,2984,18-00,12
1287,133,2986,00-10,83
1287,133,2986,18-00,11
1287,133,7452,00-10,7
1287,137,811,00-10,201
1287,137,811,10-18,2
1287,137,811,18-00,233
1287,137,812,00-10,150
1287,137,812,10-18,149
1287,137,812,18-00,129
1287,137,814,00-10,18
1287,137,814,10-18,28
1287,137,814,18-00,71
1287,137,819,00-10,706
1287,137,819,10-18,1590
1287,137,819,18-00,247
1287,185,1332,10-18,33
1287,185,1332,18-00,31
1287,185,1347,00-10,1235
1287,185,1347,10-18,2281
1287,185,1347,18-00,720
1287,185,1348,00-10,109
1287,185,1348,10-18,75
1287,185,1348,18-00,122
1287,185,1350,00-10,2
1287,185,1350,10-18,3
1287,185,1350,18-00,13
1287,185,1351,00-10,2
1287,185,1351,10-18,6
1287,185,1351,18-00,51
1287,185,1352,00-10,16
1287,185,1352,10-18,5
1287,185,1352,18-00,29
1287,185,2300,00-10,13
1287,185,2300,10-18,34
1287,185,2300,18-00,21
1287,186,1358,00-10,233
1287,186,1358,10-18,431
1287,186,1358,18-00,131
1287,186,1359,00-10,4
1287,186,1359,10-18,44
1287,186,1359,18-00,33
1287,186,1360,00-10,14
1287,186,1360,10-18,3
1287,186,1361,00-10,21
1287,186,1361,18-00,4
1287,186,1362,18-00,6
1287,306,7657,00-10,11
1287,306,7657,10-18,27
1287,306,7657,18-00,71
1287,306,7662,00-10,7
1287,306,7662,10-18,1
1287,306,7666,00-10,905
1287,306,7666,10-18,1945
1287,306,7666,18-00,402
1287,306,7669,10-18,7
1287,306,7669,18-00,81
1287,306,7671,00-10,7
1287,306,7671,10-18,1
1287,306,7671,18-00,42
1287,306,7676,00-10,10
1287,306,7676,10-18,7
1287,306,7676,18-00,57
1287,306,7730,00-10,5
1287,306,7730,10-18,4
1287,306,7730,18-00,15
1287,306,7731,00-10,29
1287,306,7731,10-18,6
1287,306,7731,18-00,65
1287,306,7858,10-18,5
1287,370,1737,10-18,30
1287,370,1737,18-00,1
1287,370,1740,10-18,12
1287,370,1740,18-00,3
1287,370,1743,00-10,819
1287,370,1743,10-18,1478
1287,370,1743,18-00,467
1287,370,1967,10-18,5
1287,370,1967,18-00,1
1287,370,2285,00-10,83
1287,370,2285,10-18,402
1287,370,2285,18-00,166
1287,370,7395,00-10,1
1287,524,186,00-10,429
1287,524,186,10-18,1009
1287,524,186,18-00,431
1287,524,2022,00-10,25
1287,524,2102,00-10,52
1287,524,2102,10-18,5
1287,524,2102,18-00,4
1288,125,673,00-10,1
1288,125,673,10-18,4
1288,125,675,00-10,780
1288,125,675,10-18,959
1288,125,675,18-00,207
1288,125,677,00-10,3
1288,125,677,10-18,16
1288,125,677,18-00,12
1288,125,683,00-10,18
1288,125,683,10-18,47
1288,125,683,18-00,25
1288,125,2032,00-10,98
1288,125,2032,10-18,263
1288,125,2032,18-00,63
1288,133,2269,00-10,4
1288,133,2269,18-00,2
1288,133,2984,00-10,167
1288,133,2984,18-00,17
1288,133,2986,00-10,62
1288,133,2986,18-00,2
1288,133,7452,00-10,5
1288,137,811,00-10,67
1288,137,811,10-18,1
1288,137,811,18-00,147
1288,137,812,00-10,113
1288,137,812,10-18,127
1288,137,812,18-00,84
1288,137,814,00-10,15
1288,137,814,10-18,19
1288,137,814,18-00,33
1288,137,819,00-10,478
1288,137,819,10-18,1166
1288,137,819,18-00,175
1288,185,1332,10-18,17
1288,185,1332,18-00,24
1288,185,1333,18-00,2
1288,185,1347,00-10,868
1288,185,1347,10-18,1646
1288,185,1347,18-00,560
1288,185,1348,00-10,66
1288,185,1348,10-18,45
1288,185,1348,18-00,88
1288,185,1350,00-10,3
1288,185,1350,18-00,16
1288,185,1351,00-10,1
1288,185,1351,10-18,6
1288,185,1351,18-00,31
1288,185,1352,00-10,16
1288,185,1352,10-18,2
1288,185,1352,18-00,26
1288,185,2300,00-10,20
1288,185,2300,10-18,26
1288,185,2300,18-00,16
1288,185,2301,18-00,2
1288,186,1358,00-10,172
1288,186,1358,10-18,265
1288,186,1358,18-00,79
1288,186,1359,00-10,1
1288,186,1359,10-18,20
1288,186,1359,18-00,25
1288,186,1360,00-10,8
1288,186,1360,10-18,1
1288,186,1360,18-00,6
1288,186,1361,00-10,11
1288,186,1361,18-00,4
1288,186,1362,18-00,1
1288,306,7657,00-10,5
1288,306,7657,10-18,22
1288,306,7657,18-00,31
1288,306,7662,00-10,21
1288,306,7666,00-10,625
1288,306,7666,10-18,1405
1288,306,7666,18-00,295
1288,306,7669,10-18,3
1288,306,7669,18-00,81
1288,306,7671,00-10,11
1288,306,7671,10-18,7
1288,306,7671,18-00,26
1288,306,7676,00-10,2
1288,306,7676,10-18,5
1288,306,7676,18-00,58
1288,306,7730,00-10,5
1288,306,7730,10-18,6
1288,306,7730,18-00,4
1288,306,7731,00-10,9
1288,306,7731,10-18,7
1288,306,7731,18-00,63
1288,306,7858,10-18,2
1288,370,1737,10-18,21
1288,370,1737,18-00,1
1288,370,1740,10-18,5
1288,370,1740,18-00,2
1288,370,1743,00-10,605
1288,370,1743,10-18,1048
1288,370,1743,18-00,357
1288,370,1967,10-18,4
1288,370,1967,18-00,3
1288,370,2285,00-10,52
1288,370,2285,10-18,276
1288,370,2285,18-00,100
1288,370,7395,00-10,1
1288,524,186,00-10,342
1288,524,186,10-18,669
1288,524,186,18-00,233
1288,524,2022,00-10,15
1288,524,2102,00-10,35
1288,524,2102,10-18,2
1288,524,2102,18-00,2
1289,125,673,00-10,2
1289,125,673,10-18,5
1289,125,675,00-10,912
1289,125,675,10-18,1518
1289,125,675,18-00,237
1289,125,677,00-10,2
1289,125,677,10-18,9
1289,125,677,18-00,7
1289,125,683,00-10,12
1289,125,683,10-18,45
1289,125,683,18-00,34
1289,125,2032,00-10,78
1289,125,2032,10-18,283
1289,125,2032,18-00,106
1289,133,2095,00-10,1
1289,133,2269,00-10,6
1289,133,2269,18-00,3
1289,133,2984,00-10,197
1289,133,2984,18-00,8
1289,133,2986,00-10,74
1289,133,2986,18-00,5
1289,133,7452,00-10,9
1289,137,811,00-10,239
1289,137,811,18-00,227
1289,137,812,00-10,184
1289,137,812,10-18,133
1289,137,812,18-00,94
1289,137,814,00-10,14
1289,137,814,10-18,24
1289,137,814,18-00,40
1289,137,819,00-10,672
1289,137,819,10-18,1522
1289,137,819,18-00,246
1289,185,1332,10-18,27
1289,185,1332,18-00,14
1289,185,1333,18-00,2
1289,185,1347,00-10,1227
1289,185,1347,10-18,2103
1289,185,1347,18-00,668
1289,185,1348,00-10,103
1289,185,1348,10-18,62
1289,185,1348,18-00,79
1289,185,1350,10-18,2
1289,185,1350,18-00,3
1289,185,1351,00-10,4
1289,185,1351,10-18,1
1289,185,1351,18-00,38
1289,185,1352,00-10,13
1289,185,1352,10-18,4
1289,185,1352,18-00,20
1289,185,2300,00-10,9
1289,185,2300,10-18,44
1289,185,2300,18-00,20
1289,186,1358,00-10,252
1289,186,1358,10-18,369
1289,186,1358,18-00,113
1289,186,1359,00-10,2
1289,186,1359,10-18,20
1289,186,1359,18-00,62
1289,186,1360,00-10,6
1289,186,1360,18-00,2
1289,186,1361,00-10,20
1289,186,1866,18-00,1
1289,306,7657,00-10,8
1289,306,7657,10-18,39
1289,306,7657,18-00,41
1289,306,7662,00-10,25
1289,306,7662,10-18,1
1289,306,7666,00-10,884
1289,306,7666,10-18,1784
1289,306,7666,18-00,349
1289,306,7669,10-18,4
1289,306,7669,18-00,74
1289,306,7671,00-10,4
1289,306,7671,10-18,7
1289,306,7671,18-00,32
1289,306,7676,00-10,3
1289,306,7676,10-18,4
1289,306,7676,18-00,57
1289,306,7730,00-10,7
1289,306,7730,10-18,2
1289,306,7730,18-00,6
1289,306,7731,00-10,11
1289,306,7731,10-18,9
1289,306,7731,18-00,141
1289,306,7858,10-18,2
1289,370,1737,10-18,38
1289,370,1740,10-18,3
1289,370,1740,18-00,1
1289,370,1742,10-18,2
1289,370,1743,00-10,823
1289,370,1743,10-18,1313
1289,370,1743,18-00,374
1289,370,1967,10-18,5
1289,370,1967,18-00,6
1289,370,2285,00-10,50
1289,370,2285,10-18,336
1289,370,2285,18-00,123
1289,370,7395,00-10,20
1289,524,186,00-10,433
1289,524,186,10-18,871
1289,524,186,18-00,392
1289,524,2022,00-10,18
1289,524,2102,00-10,27
1289,524,2102,10-18,6
1289,524,2102,18-00,3
1290,125,673,00-10,2
1290,125,673,10-18,1
1290,125,675,00-10,423
1290,125,675,10-18,498
1290,125,675,18-00,99
1290,125,677,00-10,3
1290,125,677,10-18,4
1290,125,677,18-00,1
1290,125,683,00-10,12
1290,125,683,10-18,12
1290,125,683,18-00,9
1290,125,2032,00-10,28
1290,125,2032,10-18,110
1290,125,2032,18-00,28
1290,133,2269,10-18,2
1290,133,2984,00-10,84
1290,133,2984,18-00,2
1290,133,2986,00-10,41
1290,133,2986,18-00,4
1290,133,7452,00-10,16
1290,137,811,00-10,63
1290,137,811,18-00,73
1290,137,812,00-10,57
1290,137,812,10-18,54
1290,137,812,18-00,34
1290,137,814,00-10,3
1290,137,814,10-18,6
1290,137,814,18-00,20
1290,137,819,00-10,257
1290,137,819,10-18,574
1290,137,819,18-00,99
1290,185,1332,10-18,9
1290,185,1332,18-00,25
1290,185,1347,00-10,487
1290,185,1347,10-18,862
1290,185,1347,18-00,260
1290,185,1348,00-10,65
1290,185,1348,10-18,27
1290,185,1348,18-00,36
1290,185,1350,00-10,2
1290,185,1350,18-00,8
1290,185,1351,00-10,1
1290,185,1351,10-18,1
1290,185,1351,18-00,15
1290,185,1352,00-10,4
1290,185,1352,10-18,1
1290,185,1352,18-00,12
1290,185,2300,00-10,5
1290,185,2300,10-18,9
1290,185,2300,18-00,7
1290,186,1358,00-10,104
1290,186,1358,10-18,171
1290,186,1358,18-00,47
1290,186,1359,10-18,8
1290,186,1359,18-00,5
1290,186,1360,00-10,30
1290,186,1360,10-18,2
1290,186,1360,18-00,2
1290,186,1361,00-10,5
1290,186,1361,10-18,1
1290,186,1361,18-00,1
1290,306,7657,00-10,2
1290,306,7657,10-18,29
1290,306,7657,18-00,49
1290,306,7662,00-10,36
1290,306,7666,00-10,600
1290,306,7666,10-18,930
1290,306,7666,18-00,192
1290,306,7669,10-18,4
1290,306,7669,18-00,38
1290,306,7671,10-18,2
1290,306,7671,18-00,16
1290,306,7676,00-10,11
1290,306,7676,10-18,3
1290,306,7676,18-00,19
1290,306,7730,00-10,2
1290,306,7730,10-18,3
1290,306,7730,18-00,2
1290,306,7731,00-10,6
1290,306,7731,10-18,2
1290,306,7731,18-00,34
1290,370,1737,10-18,15
1290,370,1740,10-18,4
1290,370,1740,18-00,1
1290,370,1743,00-10,382
1290,370,1743,10-18,568
1290,370,1743,18-00,201
1290,370,1967,10-18,2
1290,370,1967,18-00,2
1290,370,2285,00-10,30
1290,370,2285,10-18,144
1290,370,2285,18-00,58
1290,370,7395,00-10,2
1290,524,186,00-10,256
1290,524,186,10-18,380
1290,524,186,18-00,134
1290,524,2022,00-10,15
1290,524,2102,00-10,17
1290,524,2102,10-18,2
1290,524,2102,18-00,1
1291,125,673,00-10,2
1291,125,673,10-18,1
1291,125,675,00-10,538
1291,125,675,10-18,891
1291,125,675,18-00,107
1291,125,677,00-10,1
1291,125,677,10-18,4
1291,125,677,18-00,11
1291,125,683,00-10,18
1291,125,683,10-18,28
1291,125,683,18-00,40
1291,125,2032,00-10,86
1291,125,2032,10-18,235
1291,125,2032,18-00,55
1291,133,2095,00-10,2
1291,133,2269,10-18,1
1291,133,2984,00-10,179
1291,133,2984,18-00,4
1291,133,2986,00-10,38
1291,133,2986,18-00,1
1291,133,7452,00-10,1
1291,137,811,00-10,91
1291,137,811,18-00,107
1291,137,812,00-10,101
1291,137,812,10-18,94
1291,137,812,18-00,56
1291,137,814,00-10,7
1291,137,814,10-18,14
1291,137,814,18-00,14
1291,137,819,00-10,381
1291,137,819,10-18,993
1291,137,819,18-00,105
1291,185,1332,10-18,27
1291,185,1332,18-00,15
1291,185,1347,00-10,960
1291,185,1347,10-18,1530
1291,185,1347,18-00,349
1291,185,1348,00-10,100
1291,185,1348,10-18,52
1291,185,1348,18-00,77
1291,185,1350,18-00,9
1291,185,1351,00-10,8
1291,185,1351,10-18,10
1291,185,1351,18-00,23
1291,185,1352,00-10,15
1291,185,1352,10-18,2
1291,185,1352,18-00,19
1291,185,2300,00-10,15
1291,185,2300,10-18,31
1291,185,2300,18-00,10
1291,185,2301,18-00,3
1291,186,1358,00-10,198
1291,186,1358,10-18,296
1291,186,1358,18-00,67
1291,186,1359,00-10,9
1291,186,1359,10-18,27
1291,186,1359,18-00,11
1291,186,1360,00-10,43
1291,186,1360,10-18,1
1291,186,1361,00-10,13
1291,186,1361,18-00,2
1291,186,1362,18-00,2
1291,186,1866,18-00,1
1291,306,7657,00-10,5
1291,306,7657,10-18,28
1291,306,7657,18-00,30
1291,306,7662,00-10,15
1291,306,7666,00-10,798
1291,306,7666,10-18,1303
1291,306,7666,18-00,212
1291,306,7669,10-18,5
1291,306,7669,18-00,56
1291,306,7671,10-18,1
1291,306,7671,18-00,32
1291,306,7676,00-10,7
1291,306,7676,10-18,1
1291,306,7676,18-00,39
1291,306,7730,00-10,1
1291,306,7730,10-18,2
1291,306,7730,18-00,6
1291,306,7731,00-10,9
1291,306,7731,10-18,17
1291,306,7731,18-00,52
1291,306,7858,10-18,2
1291,370,1737,10-18,13
1291,370,1737,18-00,1
1291,370,1740,10-18,2
1291,370,1740,18-00,2
1291,370,1743,00-10,570
1291,370,1743,10-18,823
1291,370,1743,18-00,225
1291,370,1967,10-18,3
1291,370,2285,00-10,38
1291,370,2285,10-18,215
1291,370,2285,18-00,77
1291,370,7395,00-10,1
1291,524,186,00-10,253
1291,524,186,10-18,450
1291,524,186,18-00,140
1291,524,2022,00-10,4
1291,524,2102,00-10,21
1291,524,2102,10-18,5
1292,125,673,00-10,1
1292,125,673,10-18,2
1292,125,675,00-10,633
1292,125,675,10-18,632
1292,125,675,18-00,226
1292,125,677,10-18,4
1292,125,677,18-00,3
1292,125,683,00-10,12
1292,125,683,10-18,7
1292,125,683,18-00,10
1292,125,2032,00-10,49
1292,125,2032,10-18,154
1292,125,2032,18-00,58
1292,127,698,00-10,63
1292,127,698,10-18,6
1292,127,698,18-00,65
1292,127,699,10-18,3
1292,127,699,18-00,2
1292,127,700,00-10,2
1292,127,700,10-18,1
1292,127,702,10-18,9
1292,127,708,00-10,48
1292,127,708,10-18,51
1292,127,708,18-00,27
1292,127,710,10-18,38
1292,127,1877,18-00,2
1292,127,1878,00-10,20
1292,127,1878,10-18,12
1292,127,1878,18-00,1
1292,127,2204,00-10,16
1292,127,2204,10-18,35
1292,127,2204,18-00,2
1292,127,2411,00-10,105
1292,127,2411,10-18,129
1292,127,2411,18-00,18
1292,127,2526,00-10,40
1292,127,2526,18-00,1
1292,127,2668,00-10,32
1292,127,2668,10-18,4
1292,127,2668,18-00,32
1292,127,2671,00-10,54
1292,127,2671,10-18,76
1292,127,2671,18-00,29
1292,127,2673,10-18,6
1292,127,2675,10-18,35
1292,127,2683,10-18,13
1292,127,2686,18-00,4
1292,127,2687,10-18,1
1292,127,2687,18-00,1
1292,127,2688,18-00,5
1292,127,2694,10-18,3
1292,127,3189,10-18,13
1292,127,3190,00-10,1
1292,127,3191,10-18,96
1292,133,2984,00-10,182
1292,133,2984,18-00,28
1292,133,2986,00-10,55
1292,133,2986,18-00,4
1292,133,7452,00-10,2
1292,137,811,00-10,62
1292,137,811,18-00,57
1292,137,812,00-10,90
1292,137,812,10-18,48
1292,137,812,18-00,53
1292,137,814,00-10,1
1292,137,814,10-18,3
1292,137,814,18-00,10
1292,137,819,00-10,391
1292,137,819,10-18,746
1292,137,819,18-00,125
1292,157,8122,00-10,96
1292,157,8122,10-18,179
1292,157,8122,18-00,87
1292,157,8136,00-10,12
1292,157,8136,10-18,54
1292,157,8136,18-00,9
1292,157,8140,00-10,6
